ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,What word best describes this sound? ,On a scale from 1 to 5 how loud was this sound?,What kind of sound is this? ,Other - What kind of sound is this? ,On a scale from 1 to 5 how loud was this sound? (from most faint to loudest),Is there anything else we need to know about this sound? ,Are you outdoors or indoors? ,"What level are you on?  (0 = ground, 9= 9th floor or higher)",x,y
330,65b54e0f-6676-4c4a-84d0-e50eb82f96b5,5/1/2022 9:28:22 AM,adsp22_met448,5/1/2022 9:28:22 AM,adsp22_met448,Typing,,Human,,3,,Indoors,3,0,0
331,2218fe1e-40fe-40fd-88ce-ae34a5a3d13b,5/1/2022 9:28:38 AM,adsp22_met448,5/1/2022 9:28:38 AM,adsp22_met448,People murmuring,,Human,,2,,Indoors,3,0,0
332,3be67379-1f17-464a-8f36-80773abce675,5/1/2022 9:28:53 AM,adsp22_met448,5/1/2022 9:28:53 AM,adsp22_met448,Chair scraping back,,Human,,2,,Indoors,3,0,0
333,415da1fb-7742-498f-8ed7-04719b13adc5,5/1/2022 9:29:10 AM,adsp22_met448,5/1/2022 9:29:10 AM,adsp22_met448,Whooshing from air conditioning,,Machine,,Faint 1,,Indoors,3,0,0
334,6ee88189-320e-4cc5-bfce-3d80522af292,5/1/2022 9:33:09 AM,adsp22_ntn6039,5/1/2022 9:33:09 AM,adsp22_ntn6039,Still silence,,Natural,,Faint 1,,Indoors,2,54.4351605205383,24.5227886536236
335,39d54faa-2166-47f4-8a43-3ba54dd3ed4d,5/1/2022 9:39:58 AM,adsp22_met448,5/1/2022 9:39:58 AM,adsp22_met448,Pen tapping,,Human,,2,,Indoors,3,0,0
336,07a3e524-0378-4ddc-8621-35c55204716e,5/1/2022 9:40:15 AM,adsp22_met448,5/1/2022 9:40:15 AM,adsp22_met448,Elevator ding,,Machine,,Faint 1,,Indoors,3,0,0
337,022aeb6d-9a11-41bd-8077-f2f039d4b8e5,5/1/2022 9:40:34 AM,adsp22_met448,5/1/2022 9:40:34 AM,adsp22_met448,Persistent buzzing,,Machine,,Faint 1,Irritating kind of sound,Indoors,3,0,0
338,964a313c-4712-41fe-8449-c325e993a6a4,5/1/2022 11:02:32 AM,adsp22_as13966,5/1/2022 11:02:32 AM,adsp22_as13966,Weights being dropped in Gym,,Machine,,3,,Indoors,1,54.4349056938116,24.5239819499227
339,95ecec60-c5d0-4037-a252-32b346c7a3ab,5/2/2022 9:08:07 AM,adsp22_sl7362,5/2/2022 9:08:07 AM,adsp22_sl7362,People talking,,Human,,3,,Outdoors,0,54.4320212671921,24.5251221847384
340,e23aadd1-5c1e-447d-9f0f-9fbe3c0db667,5/2/2022 9:08:09 AM,adsp22_sl7362,5/2/2022 9:08:09 AM,adsp22_sl7362,Sizzle,,other,,Faint 1,,Indoors,0,54.4355607227647,24.5230086528926
341,8c2332ce-337c-4f59-8fcb-9f01a490dab0,5/2/2022 9:57:23 AM,adsp22_met448,5/2/2022 9:57:23 AM,adsp22_met448,Quacking,,Natural,,2,Possibly a child pretending to be a duck?,Indoors,4,0,0
342,c000614c-a779-4bb6-80f7-b78f97102721,5/2/2022 10:17:35 AM,adsp22_met448,5/2/2022 10:17:35 AM,adsp22_met448,Static,,Human,,Faint 1,,Indoors,4,0,0
343,fa2274a9-e209-4a27-8b6e-f246b2a1a2d7,5/2/2022 10:18:14 AM,adsp22_met448,5/2/2022 10:18:14 AM,adsp22_met448,Flapping,,Natural,,2,Bird that knocked into my window had to flap his wings to readjust,Indoors,4,0,0
344,842a7e21-63e1-4ebb-8faf-2410fa7c58ec,5/2/2022 10:18:28 AM,adsp22_met448,5/2/2022 10:18:28 AM,adsp22_met448,Chirping,,Natural,,Faint 1,,Indoors,4,0,0
345,17ba0b87-3330-480e-87a8-eda64b33491f,5/2/2022 10:18:53 AM,adsp22_met448,5/2/2022 10:18:53 AM,adsp22_met448,Creaking,,other,Mechanical,2,Furniture creaking,Indoors,4,0,0
346,a70fa1a0-2b0f-4418-8d0c-3d62adb50b77,5/2/2022 10:19:06 AM,adsp22_met448,5/2/2022 10:19:06 AM,adsp22_met448,Thumping,,Human,,Faint 1,,Indoors,4,0,0
347,5466f954-ce50-4706-81f3-4fb76f9b2dc0,5/2/2022 10:19:23 AM,adsp22_met448,5/2/2022 10:19:23 AM,adsp22_met448,Cawing,,Natural,,2,A very loud bird asserting dominance,Indoors,4,0,0
348,f533cc8a-6357-4190-8e43-25d0f1047fd8,5/2/2022 10:19:39 AM,adsp22_met448,5/2/2022 10:19:39 AM,adsp22_met448,Footsteps,,Human,,2,Somebody approaching my room likely,Indoors,4,0,0
349,2ad57a51-5aff-4194-8ab1-22f52eb15afd,5/2/2022 10:20:03 AM,adsp22_met448,5/2/2022 10:20:03 AM,adsp22_met448,Coughing,,Human,,4,My rooommate coughing (please get a covid test),Indoors,4,0,0
350,ceb2887b-71b1-42b7-8bfa-87e984d64b7d,5/2/2022 10:24:59 AM,adsp22_met448,5/2/2022 10:24:59 AM,adsp22_met448,Music,,Machine,,2,,Indoors,4,0,0
351,eb1b4568-9a82-4aa8-86d3-cc4e7c77ad60,5/2/2022 10:25:21 AM,adsp22_met448,5/2/2022 10:25:21 AM,adsp22_met448,Murmuring,,Human,,2,D2 Lunch Patrons,Indoors,4,0,0
352,d3e47590-dcbd-4d4f-94f0-dd6a98b1436c,5/2/2022 1:43:56 PM,adsp22_mf3846,5/2/2022 1:44:54 PM,adsp22_mf3846,phone game sound,,Machine,,2,I overheard the sound from another room,Indoors,3,54.4346666860353,24.5235894582632
353,4318b635-b133-4044-aca2-c35abcf1a4a9,5/2/2022 1:59:11 PM,adsp22_as13966,5/2/2022 1:59:11 PM,adsp22_as13966,Floor cleaning,,Machine,,2,,Indoors,6,54.4347222026315,24.5227493283508
354,e9cd4379-0a32-43c5-af9e-a2381a58f953,5/2/2022 2:00:35 PM,adsp22_as13966,5/2/2022 2:00:35 PM,adsp22_as13966,Arduion beeping ,,Machine,,3,Student working on IM project with arudino  ,Indoors,6,54.4346969123498,24.5230339084841
355,628a9e72-4c3c-4df8-bf9b-2af295e7aa31,5/2/2022 2:13:55 PM,ADFA19_nks369,5/2/2022 2:13:55 PM,ADFA19_nks369,Cat’s fighting ,,other,Animal,3,,Outdoors,3,54.4331806511679,24.5243296184671
356,4bfb1dd5-133c-4ad1-9fe8-ab21732c7e43,5/2/2022 6:11:10 PM,adsp22_as13966,5/2/2022 6:11:10 PM,adsp22_as13966,Students making some noise,,Human,,3,,Indoors,2,54.4350654978349,24.5238825925371
357,7156c5c9-76ee-4d2a-a9af-0f933eb59831,5/2/2022 8:06:03 PM,adsp22_sl7362,5/2/2022 8:06:03 PM,adsp22_sl7362,Palm leaves wind,,Natural,,Faint 1,,Outdoors,0,54.4341222655194,24.5239664258934
358,ba9f851a-d606-4c5a-93f7-b6a2b96197cc,5/2/2022 8:06:04 PM,adsp22_sl7362,5/2/2022 8:06:04 PM,adsp22_sl7362,Wind palm leaves,,Natural,,Faint 1,,Outdoors,0,54.4341956604874,24.5239404885758
359,c0eb4e8b-278d-411c-86ec-118150be4d5d,5/2/2022 8:06:34 PM,adsp22_sl7362,5/2/2022 8:06:34 PM,adsp22_sl7362,Person on phone call,,Human,,2,,Outdoors,0,54.4341789889198,24.5238993262245
360,9d16d62c-b4aa-43a0-bbdd-f5ef1995c35e,5/2/2022 8:06:52 PM,adsp22_sl7362,5/2/2022 8:06:52 PM,adsp22_sl7362,Motorbike,,Machine,,3,,Outdoors,0,54.4341854362622,24.5239427370067
361,6ab2500f-8898-419a-bc2f-d8b02e147fe3,5/2/2022 8:07:13 PM,adsp22_sl7362,5/2/2022 8:07:13 PM,adsp22_sl7362,Cricket,,Natural,,Faint 1,,Outdoors,0,54.4342986538052,24.5239659576445
362,9175682e-e0d2-40ba-8101-a0023735bee4,5/2/2022 8:07:38 PM,adsp22_sl7362,5/2/2022 8:07:38 PM,adsp22_sl7362,Crickets Many,,Natural,,2,,Outdoors,0,54.4343698222706,24.5238663726525
363,9696fef0-c919-49e9-8c60-206c03eeb96f,5/2/2022 8:09:09 PM,adsp22_sl7362,5/2/2022 8:09:09 PM,adsp22_sl7362,Building Machine,,Machine,,2,,Outdoors,2,54.4341227182595,24.5233403535891
364,e6018de0-8fef-4860-aa45-401570e33edf,5/2/2022 8:12:57 PM,adsp22_sl7362,5/2/2022 8:12:57 PM,adsp22_sl7362,Cricket,,Natural,,3,,Outdoors,2,54.4340998260017,24.5233949755029
365,23fae7ec-d479-4217-8e22-c88f9b685073,5/2/2022 8:13:43 PM,adsp22_sl7362,5/2/2022 8:13:43 PM,adsp22_sl7362,AV sound from building,,Machine,,2,,Outdoors,2,54.4360737101996,24.5235180787079
366,483a843d-762e-4c27-a693-f8e79863dd74,5/2/2022 8:15:04 PM,adsp22_sl7362,5/2/2022 8:15:04 PM,adsp22_sl7362,Motorbike,,Machine,,3,,Outdoors,2,54.4354130612495,24.5236986787282
367,13e57777-1bcb-4c29-bad3-bf0a21ccf217,5/2/2022 8:17:45 PM,adsp22_sl7362,5/2/2022 8:17:45 PM,adsp22_sl7362,Zzzzzz sound imsect,,Natural,,2,,Outdoors,2,54.4339763483577,24.5238756361016
368,e7ea133f-095a-4e39-bb01-558b082cbc2c,5/2/2022 8:18:17 PM,adsp22_sl7362,5/2/2022 8:18:17 PM,adsp22_sl7362,Leave ground,,Natural,,2,,Outdoors,2,54.4335765543164,24.524141088334
369,6beec01f-f5a7-4f20-a7e5-c8100b241bfd,5/2/2022 8:18:35 PM,adsp22_sl7362,5/2/2022 8:18:35 PM,adsp22_sl7362,AV sound,,Machine,,3,,Outdoors,2,54.4333305701167,24.5241274151811
370,fe184ccb-7eeb-4c66-85f8-0d8aa6296447,5/2/2022 8:18:55 PM,adsp22_sl7362,5/2/2022 8:18:55 PM,adsp22_sl7362,AV sound,,Machine,,3,,Outdoors,2,54.4331416307999,24.5242790776584
371,f5ed6c29-b203-4385-a250-ae749840d434,5/3/2022 5:01:08 AM,adsp22_pk2269,5/3/2022 5:01:08 AM,adsp22_pk2269,piano music,,Human,,3,,Indoors,0,54.4332531,24.524639
372,faec1afa-0a42-442a-a426-609af1cfb7f3,5/3/2022 5:01:28 AM,adsp22_pk2269,5/3/2022 5:01:28 AM,adsp22_pk2269,my friends talking,,Human,,4,,Indoors,0,54.4332443,24.5246283
373,de8d0f86-339c-405f-94af-5decd5ba2b1f,5/3/2022 5:01:46 AM,adsp22_pk2269,5/3/2022 5:01:46 AM,adsp22_pk2269,youtube video,,Machine,,3,,Indoors,0,54.4332455,24.5246326
374,f452bbd2-be0d-49b8-a0e7-9e68d6f624de,5/3/2022 12:22:47 PM,ADFA19_nks369,5/3/2022 12:22:47 PM,ADFA19_nks369,A can of coke is being opened ,,Natural,,2,,Indoors,0,54.4355557875545,24.5230085167492
375,15ecbc5f-8b4c-433f-8b49-082b52e4f8a5,5/3/2022 2:28:12 PM,adsp22_met448,5/3/2022 2:28:12 PM,adsp22_met448,Wind,,Natural,,4,,Outdoors,3,0,0
376,fa337a89-0aa6-482a-91a3-ea1901a7b920,5/3/2022 4:52:27 PM,adsp22_as13966,5/3/2022 4:52:27 PM,adsp22_as13966,Wind,,Natural,,Faint 1,,Indoors,2,54.4349113245157,24.5237695915531
377,1229ffd5-63f4-4913-956d-ad7966cb596b,5/3/2022 6:06:23 PM,adsp22_amd1139,5/3/2022 6:06:23 PM,adsp22_amd1139,Cats,,other,Animal ,2,Palms ,Outdoors,0,54.4344934207049,24.5238293526858
378,28a977be-0267-421d-bcc7-41fea54ab2ab,5/3/2022 6:49:37 PM,adsp22_as13966,5/3/2022 6:49:37 PM,adsp22_as13966,Playing pool,,Machine,,3,,Indoors,2,54.4346953255586,24.5236774417486
379,5f2bffe9-56b3-4e2e-81f2-95aa33858584,5/3/2022 6:49:53 PM,adsp22_as13966,5/3/2022 6:49:53 PM,adsp22_as13966,Playing table tennis,,Machine,,4,,Indoors,2,54.4345094377301,24.5237394506297
380,69695e36-9c89-41e6-aec5-388146e73bdd,5/3/2022 7:04:12 PM,adsp22_as13966,5/3/2022 7:04:12 PM,adsp22_as13966,Bus leaving,,Machine,,4,,Outdoors,0,54.4339906965426,24.5229413307709
381,29cd738b-5c9b-4d8c-ae19-e340753f6f50,5/4/2022 8:46:55 AM,adsp22_pk2269,5/4/2022 8:46:55 AM,adsp22_pk2269,Air con,,Machine,,2,,Indoors,2,54.4350028,24.5237534
382,4f6d3ef3-310c-42d8-95a1-63e04a9d4ceb,5/4/2022 8:48:51 AM,adsp22_pk2269,5/4/2022 8:48:51 AM,adsp22_pk2269,Friend writing,,Human,,Faint 1,,Indoors,2,54.4349959,24.5237746
383,9ec37ca3-468b-4749-9c02-41a5e2c1deca,5/4/2022 8:49:38 AM,adsp22_pk2269,5/4/2022 8:49:38 AM,adsp22_pk2269,Piano playing,,Human,,3,,Indoors,0,54.4350002,24.5237673
384,5783d3d2-39fa-4f79-a9cf-d8d5714eba7a,5/4/2022 8:50:09 AM,adsp22_pk2269,5/4/2022 8:50:09 AM,adsp22_pk2269,System sounds from phone,,Machine,,,,Indoors,0,54.4349884,24.5237795
385,e71c59b6-9468-47bf-b124-1fa80c665478,5/4/2022 8:50:27 AM,adsp22_pk2269,5/4/2022 8:50:27 AM,adsp22_pk2269,Music,,Machine,,Faint 1,,Indoors,,54.4349893,24.5237736
386,a88e100b-e990-4d8f-8cc5-7eeea98c3c06,5/4/2022 8:50:45 AM,adsp22_pk2269,5/4/2022 8:50:45 AM,adsp22_pk2269,Friends singing,,Human,,Faint 1,,Indoors,0,54.4349889,24.5237787
387,5f1f63cc-0a97-44f0-83e6-6f78235d5c2b,5/4/2022 12:25:03 PM,adsp22_as13966,5/4/2022 12:25:03 PM,adsp22_as13966,Me playing flute,,Machine,,Loud 5,,Indoors,2,54.4356008250583,24.5230418884673
388,ff3a4d77-1556-43d6-b42b-5a0e8185fa1c,5/4/2022 12:25:19 PM,adsp22_as13966,5/4/2022 12:25:19 PM,adsp22_as13966,Students eating at D2,,Human,,2,,Outdoors,2,54.4356213419312,24.5230204166784
389,0d15b5e9-f8d7-402e-a596-245938247f33,5/4/2022 1:30:22 PM,adsp22_kds490,5/4/2022 1:30:22 PM,adsp22_kds490,Maintaince in residential hallway,,Machine,,4,,Indoors,3,54.4352131177843,24.5225670515243
390,35f9da3d-5526-4ac0-ab96-68e6ad086a0a,5/4/2022 3:57:32 PM,adsp22_as13966,5/4/2022 3:57:32 PM,adsp22_as13966,Cats arguing,,Natural,,2,,Outdoors,0,54.4350940788388,24.5232005701675
391,8f1595f6-8993-4643-87ed-c9892e65b999,5/4/2022 6:38:12 PM,adsp22_pk2269,5/4/2022 6:38:12 PM,adsp22_pk2269,Friend Talking,,Human,,Faint 1,,Outdoors,0,54.4353632,24.5235604
392,1fde3a8d-afd6-4eae-b4a5-ad00aa1d791d,5/4/2022 6:38:33 PM,adsp22_pk2269,5/4/2022 6:38:33 PM,adsp22_pk2269,Rustling leaves,,Natural,,Faint 1,,Outdoors,0,54.4353521,24.5235694
393,bf6c143c-88c7-47f2-8cf9-6ab23e6799af,5/4/2022 6:38:51 PM,adsp22_pk2269,5/4/2022 6:38:51 PM,adsp22_pk2269,Wind,,Natural,,Faint 1,,Outdoors,2,54.4353514,24.5235714
394,bdf875c7-6003-4ab4-903b-e0e4933bfed1,5/4/2022 6:40:23 PM,adsp22_pk2269,5/4/2022 6:40:23 PM,adsp22_pk2269,Cricket,,Natural,,Faint 1,,Outdoors,2,54.4353389,24.5235689
395,c6d86e44-2797-44a7-97fe-d06562918047,5/4/2022 6:40:50 PM,adsp22_pk2269,5/4/2022 6:40:50 PM,adsp22_pk2269,Cars,,Machine,,Faint 1,,Outdoors,2,54.4353351,24.5235747
396,fbb10c76-e75c-48d4-95c1-73e682648a37,5/4/2022 6:41:33 PM,adsp22_pk2269,5/4/2022 6:41:33 PM,adsp22_pk2269,Air con,,Machine,,Faint 1,,Outdoors,2,54.4353241,24.5235724
397,f7e3366d-baf3-48e8-8b22-445bc11de15b,5/4/2022 6:42:16 PM,adsp22_pk2269,5/4/2022 6:42:16 PM,adsp22_pk2269,Footsteps of delivery guys,,Human,,Faint 1,,Outdoors,2,54.4353393,24.523575
398,aed0db1c-ce03-4470-b92b-f4a9c7e17be4,5/4/2022 6:43:10 PM,adsp22_pk2269,5/4/2022 6:43:10 PM,adsp22_pk2269,Clapping,,Human,,Faint 1,,Outdoors,2,54.4353361,24.5235733
399,74f4e46e-a842-4d3e-a385-d50716d30e14,5/4/2022 6:43:42 PM,adsp22_pk2269,5/4/2022 6:43:42 PM,adsp22_pk2269,SingingFriend   ,,Human,,Faint 1,,Outdoors,2,54.4353528,24.5235605
400,e35ff930-61c8-4958-91c8-389facac38af,5/5/2022 3:46:41 AM,ADFA19_nks369,5/5/2022 3:46:41 AM,ADFA19_nks369,Vacuum cleaner ,,Machine,,4,,Outdoors,0,54.4352872296793,24.5232186184641
401,0c813947-8861-4034-9448-498d658e01b1,5/5/2022 7:54:05 AM,adsp22_ka1914,5/5/2022 7:54:05 AM,adsp22_ka1914,Door screeching,,Human,,2,Faulty door in the restroom outside marketplace,Indoors,2,54.4338360965068,24.5244170621888
402,8804bab3-665f-4d6a-9d28-5a12362f60d6,5/5/2022 7:54:41 AM,adsp22_ka1914,5/5/2022 7:54:41 AM,adsp22_ka1914,Water running ,,Natural,,4,I like the sound of the automatic faucet running and stopping,Indoors,2,54.4337404553012,24.524436749638
403,b937d58a-648a-48c9-9955-b1bf512053da,5/5/2022 7:55:19 AM,adsp22_ka1914,5/5/2022 7:55:19 AM,adsp22_ka1914,Drawing paper towels,,Natural,,3,The sound of drawing paper towels from the dispenser,Indoors,2,54.4337337843564,24.5244291704174
404,123a3f3c-1dcf-4068-9e87-d8462a3caff0,5/5/2022 7:56:03 AM,adsp22_ka1914,5/5/2022 7:56:03 AM,adsp22_ka1914,Elevator ding ,,Machine,,3,The sound the elevator makes when it arrives ,Indoors,2,54.4339560533817,24.5242416735983
405,04118042-cab2-4506-89fc-8da9b05897ab,5/5/2022 7:57:01 AM,adsp22_ka1914,5/5/2022 7:57:01 AM,adsp22_ka1914,Door metal bar push,,Machine,,3,The sound of pushing the metal bar on the door,Indoors,2,54.4338001808669,24.5243881789322
406,302c98ae-bb61-4eba-bdf7-6ef08de98ada,5/5/2022 7:58:09 AM,adsp22_ka1914,5/5/2022 7:58:09 AM,adsp22_ka1914,Elevator activation sound ,,Machine,,Faint 1,The sound the elevator makes when it begins moving ,Indoors,2,54.4337972502674,24.5243962533647
407,741c6843-bd16-4089-b22d-58c015cee43a,5/5/2022 9:26:12 AM,adsp22_met448,5/5/2022 9:26:12 AM,adsp22_met448,Thump,,Natural,,Faint 1,,Indoors,5,54.4355406664911,24.5230084332379
408,c3e31aca-f57f-498f-8d90-4276eb88d626,5/5/2022 9:35:29 AM,adsp22_met448,5/5/2022 9:35:29 AM,adsp22_met448,Glasses clinking,,Human,,Faint 1,My roommate washing glasses,Indoors,4,0,0
409,85e90fc6-65ca-45f3-8748-6bee919463c6,5/5/2022 9:36:05 AM,adsp22_met448,5/5/2022 9:36:05 AM,adsp22_met448,Whooshing,,Natural,,2,The wind,Outdoors,4,0,0
410,8b5250ab-b1ec-4906-8d01-0a4f2ef759c2,5/5/2022 9:38:24 AM,adsp22_met448,5/5/2022 9:38:24 AM,adsp22_met448,Chirping,,Natural,,3,Birds are very aggressive sitting on my window ledge,Indoors,4,0,0
411,0747eb33-fe86-4563-8a79-71679993225a,5/5/2022 9:41:06 AM,adsp22_met448,5/5/2022 9:41:06 AM,adsp22_met448,Receding footsteps,,Human,,3,Someone walking past the suite quite hurriedly so the loudness changed,Indoors,4,0,0
412,938ceba3-ba84-434a-8061-7072ea634081,5/5/2022 9:42:27 AM,adsp22_met448,5/5/2022 9:42:27 AM,adsp22_met448,Cutlery,,Human,,2,,Indoors,4,0,0
413,659f1f2e-bd63-4d0e-9f8f-7c9227202357,5/5/2022 1:54:04 PM,adsp22_as13966,5/5/2022 1:54:04 PM,adsp22_as13966,Food preparation in Marketplace,,Machine,,3,,Indoors,2,54.4337416288685,24.5244475441961
414,ddce4a91-8ec2-4be9-9ea9-95076a7be9ed,5/5/2022 2:32:50 PM,adsp22_pk2269,5/5/2022 2:32:50 PM,adsp22_pk2269,Cutlery,,Human,,2,,Indoors,0,54.4328393,24.5252067
415,ee12baa1-af0d-4bac-b478-1111799243b5,5/5/2022 2:33:18 PM,adsp22_pk2269,5/5/2022 2:33:18 PM,adsp22_pk2269,Music,,Machine,,3,,Indoors,0,54.4328373,24.5251931
416,a6c51011-7316-4fa0-828b-0d047e549c11,5/5/2022 2:33:38 PM,adsp22_pk2269,5/5/2022 2:33:38 PM,adsp22_pk2269,Human Mumbling,,Human,,Faint 1,,Indoors,0,54.4328359,24.5252
417,ba8bc43c-bdd1-47c2-9dce-980dfecffcdb,5/5/2022 2:34:13 PM,adsp22_pk2269,5/5/2022 2:34:13 PM,adsp22_pk2269,Cooking and frying,,Human,,Faint 1,,Indoors,0,54.4328465,24.5252036
418,34faa8db-2923-4016-8dd2-8542c15de0bc,5/5/2022 2:34:59 PM,adsp22_pk2269,5/5/2022 2:34:59 PM,adsp22_pk2269,Dragging the Chair,,Human,,Faint 1,,Indoors,0,54.4328446,24.525197
419,557978e8-56c7-46e2-8b02-9c7bcdc302f5,5/5/2022 2:35:35 PM,adsp22_pk2269,5/5/2022 2:35:35 PM,adsp22_pk2269,Laughing,,Human,,2,,Indoors,0,54.4328403,24.5251961
420,c8aef35b-5a1b-446b-9cbf-1b75e84da6f3,5/5/2022 2:36:05 PM,adsp22_pk2269,5/5/2022 2:36:05 PM,adsp22_pk2269,Door Opening,,Human,,Faint 1,,Indoors,0,54.4328408,24.5251976
421,456c57bd-097b-4455-8dff-426b9284ba02,5/5/2022 2:37:06 PM,adsp22_pk2269,5/5/2022 2:37:06 PM,adsp22_pk2269,Sneezing,,Human,,Faint 1,,Indoors,0,54.4328442,24.5251909
422,badb8d1e-14ac-4d08-b7cf-7481a27baa41,5/5/2022 2:37:36 PM,adsp22_pk2269,5/5/2022 2:37:36 PM,adsp22_pk2269,Footsteps,,Human,,Faint 1,,Indoors,0,54.4328382,24.5252041
423,ad432200-50ae-4f8b-9d89-355538ab0f3e,5/5/2022 2:38:18 PM,adsp22_pk2269,5/5/2022 2:38:18 PM,adsp22_pk2269,Drinking water,,Human,,Faint 1,,Indoors,0,54.4328359,24.5251985
424,57f741c2-3ecf-42ad-bcd9-1a8e86bb968c,5/5/2022 2:40:44 PM,adsp22_pk2269,5/5/2022 2:40:44 PM,adsp22_pk2269,Chopsticks rubbing,,Human,,Faint 1,,Indoors,0,54.4328385,24.5252008
425,0d475157-535a-4af7-93e9-1df70568b3f9,5/5/2022 2:42:14 PM,adsp22_pk2269,5/5/2022 2:42:14 PM,adsp22_pk2269,Spatula hitting the stove,,Human,,Faint 1,,Indoors,0,54.4328384,24.5252062
426,f91ec879-1298-4a00-980d-4645cd7d8233,5/5/2022 2:43:52 PM,adsp22_pk2269,5/5/2022 2:43:52 PM,adsp22_pk2269,Glasses hitting with utensils,,Human,,Faint 1,,Indoors,0,54.4328321,24.5251909
427,d4d44349-2969-4890-a9c3-cb079fda64ae,5/5/2022 2:49:24 PM,adsp22_pk2269,5/5/2022 2:49:24 PM,adsp22_pk2269,Air Con,,Machine,,Faint 1,,Outdoors,0,54.4328449,24.525202
428,44e94542-5512-4630-942b-dd73e2e53a43,5/5/2022 2:49:47 PM,adsp22_pk2269,5/5/2022 2:49:47 PM,adsp22_pk2269,Birds Chirping,,Natural,,Faint 1,,Outdoors,0,54.4330462,24.5250801
429,6cb24ac9-199b-418e-a902-2faeabdf44fb,5/5/2022 2:50:07 PM,adsp22_pk2269,5/5/2022 2:50:07 PM,adsp22_pk2269,Cars passing by from distance,,Machine,,Faint 1,,Indoors,0,54.4330267,24.5249657
430,68f59ede-5a1f-42b5-a9b7-547c48058763,5/5/2022 2:50:28 PM,adsp22_pk2269,5/5/2022 2:50:28 PM,adsp22_pk2269,Door closing,,Human,,Faint 1,,Outdoors,0,54.4330256,24.5249606
431,84898b43-e486-4559-b81f-4602379d1304,5/5/2022 2:50:44 PM,adsp22_pk2269,5/5/2022 2:50:44 PM,adsp22_pk2269,Car Horn,,Machine,,Faint 1,,Outdoors,0,54.4330098,24.5249678
432,909a990b-7399-485f-91ab-44cc3b61ccb4,5/5/2022 3:15:54 PM,adsp22_pk2269,5/5/2022 3:15:54 PM,adsp22_pk2269,Footsteps,,Human,,Faint 1,,Outdoors,0,54.4330926,24.5250406
433,31224ca6-e94a-462a-adc8-a9a48fa6c5a5,5/5/2022 3:18:03 PM,adsp22_pk2269,5/5/2022 3:18:03 PM,adsp22_pk2269,Water squeezing out of pipes,,Machine,,Faint 1,,Outdoors,0,54.4339058,24.5241781
434,eddda4f9-aadd-453f-8299-3cbebfbcafcb,5/5/2022 3:18:29 PM,adsp22_pk2269,5/5/2022 3:18:29 PM,adsp22_pk2269,Kids Playing,,Human,,Loud 5,,Outdoors,0,54.4340156,24.5239307
435,1deab0e9-98cf-4f80-870d-77dc12edb65d,5/5/2022 3:20:04 PM,adsp22_pk2269,5/5/2022 3:20:04 PM,adsp22_pk2269,Fountains,,Machine,,Faint 1,,Outdoors,0,54.4348049,24.5236919
436,c13d1ea0-2311-49a1-a112-382203865dfe,5/5/2022 3:20:22 PM,adsp22_pk2269,5/5/2022 3:20:22 PM,adsp22_pk2269,Cricket,,Natural,,Faint 1,,Outdoors,0,54.4350154,24.5234419
437,ef1d6810-c6ce-4e28-96fa-94578253ccf3,5/5/2022 3:36:20 PM,adsp22_pk2269,5/5/2022 3:36:20 PM,adsp22_pk2269,Piano,,Human,,Faint 1,Me Playing,Indoors,0,54.4353432,24.5236393
438,dfe13389-cb32-439b-b329-a9c5390bd516,5/5/2022 3:37:45 PM,adsp22_pk2269,5/5/2022 3:37:45 PM,adsp22_pk2269,Air Con,,Machine,,Faint 1,,Indoors,0,54.4353287,24.523694
439,b351a31a-1613-42f3-939e-7ebfb7966c92,5/5/2022 3:41:18 PM,adsp22_pk2269,5/5/2022 3:41:18 PM,adsp22_pk2269,Footsteps,,Human,,Faint 1,,Indoors,0,54.4352996,24.5236128
440,3b394f16-23f8-4237-8ea9-f9a80ed9603a,5/5/2022 3:48:36 PM,adsp22_pk2269,5/5/2022 3:48:36 PM,adsp22_pk2269,Yawning,,Human,,Faint 1,,Indoors,0,54.435319,24.523659
441,497ea0b6-8f79-4f2b-98e8-b244e830dc84,5/5/2022 4:02:17 PM,adsp22_pk2269,5/5/2022 4:02:17 PM,adsp22_pk2269,Toilet flush,,Machine,,Faint 1,,Indoors,0,54.4353409,24.5236213
442,413ec326-bb16-460a-a512-b6b5558ea6e6,5/5/2022 9:29:45 PM,adsp22_ka1914,5/5/2022 9:29:45 PM,adsp22_ka1914,Bugs singing ,,Natural,,2,,Outdoors,9,54.4349404790546,24.5229643413877
443,e729a356-f227-42bd-8b46-9f8bf9918448,5/5/2022 9:30:35 PM,adsp22_ka1914,5/5/2022 9:30:35 PM,adsp22_ka1914,Climbing stairs ,,Human,,2,,Outdoors,1,54.4350847808693,24.5228314686225
444,80ca2c76-cecf-4b37-bffe-1ee8cbf2c8a4,5/6/2022 3:49:12 AM,adsp22_ntn6039,5/6/2022 3:49:12 AM,adsp22_ntn6039,Drill noise,,Machine,,4,,Outdoors,0,54.4351980454112,24.5227169610703
445,f188597b-78b3-4cb7-94a2-c8c119b32a9e,5/6/2022 3:49:42 AM,adsp22_ntn6039,5/6/2022 3:49:42 AM,adsp22_ntn6039,Hammer sound,,Machine,,4,,Outdoors,0,54.4350883865603,24.522356683435
